TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPct,PaymentType
98,2025-05-04,1059,2099,404,0.0,1292.64,3,Card
99,2025-05-04,1081,2095,404,3.0,490.79,23,EBT
101,2025-05-04,1009,2016,403,0.0,969.06,3,Cash
102,2025-05-04,1112,2012,404,0.0,1869.57,24,Card
103,2025-05-04,1184,2018,404,1.0,488.03,29,EBT
106,2025-05-04,1084,2086,404,2.0,2861.12,19,Card
107,2025-05-04,1160,2091,404,0.0,905.79,33,EBT
108,2025-05-04,1158,2008,402,2.0,159.82,25,GiftCard
109,2025-05-04,1058,2095,401,3.0,2453.95,11,Cash
110,2025-05-04,1025,2097,401,3.0,842.1,23,Card
111,2025-05-04,1042,2088,403,0.0,709.35,26,EBT
115,2025-05-04,1043,2022,401,3.0,2684.72,40,EBT
116,2025-05-04,1158,2087,402,3.0,477.96,5,GiftCard
117,2025-05-04,1149,2018,402,3.0,1626.78,13,Cash
118,2025-05-04,1163,2032,404,2.0,756.48,0,Card
119,2025-05-04,1170,2001,404,2.0,659.76,12,EBT
120,2025-05-04,1173,2069,402,0.0,464.78,36,GiftCard
122,2025-05-04,1176,2032,404,2.0,756.48,23,Card
123,2025-05-04,1050,2049,404,0.0,2819.52,20,EBT
124,2025-05-04,1060,2048,403,2.0,1144.42,15,GiftCard
125,2025-05-04,1179,2037,401,3.0,1440.56,4,Cash
129,2025-05-04,1173,2096,402,0.0,672.18,26,Cash
130,2025-05-04,1160,2082,401,2.0,426.56,39,Card
131,2025-05-04,1112,2004,403,1.0,1669.05,26,EBT
132,2025-05-04,1023,2037,403,3.0,2160.84,15,GiftCard
133,2025-05-04,1044,2025,402,2.0,223.7,40,Cash
134,2025-05-04,1135,2064,403,1.0,793.91,32,Card
135,2025-05-04,1065,2061,403,2.0,639.74,7,EBT
136,2025-05-04,1029,2059,401,1.0,921.69,13,GiftCard
137,2025-05-04,1193,2028,404,2.0,1531.06,36,Cash
138,2025-05-04,1023,2050,401,2.0,298.85,6,Card
139,2025-05-04,1137,2015,404,2.0,539.98,16,EBT
140,2025-05-04,1172,2095,403,3.0,2453.95,23,GiftCard
141,2025-05-04,1163,2047,401,1.0,301.48,28,Cash
142,2025-05-04,1120,2003,403,1.0,1039.99,29,Card
143,2025-05-04,1165,2008,404,2.0,53.27,3,EBT
144,2025-05-04,1166,2052,401,1.0,658.13,13,GiftCard
147,2025-05-04,1099,2058,403,3.0,666.75,7,EBT
148,2025-05-04,1150,2095,402,3.0,490.79,1,GiftCard
150,2025-05-04,1071,2004,403,1.0,834.52,31,Card
151,2025-05-04,1113,2056,402,2.0,839.55,33,EBT
153,2025-05-04,1015,2050,403,1.0,504.31,21,Cash
154,2025-05-04,1031,2058,401,1.0,2400.3,2,Card
155,2025-05-04,1164,2081,401,0.0,2984.88,20,EBT
156,2025-05-04,1085,2031,402,1.0,508.77,32,GiftCard
157,2025-05-04,1017,2097,402,1.0,757.89,2,Cash
160,2025-05-04,1044,2014,401,1.0,886.68,6,GiftCard
161,2025-05-04,1003,2045,402,2.0,499.42,33,Cash
162,2025-05-04,1004,2022,403,0.0,671.18,17,Card
163,2025-05-04,1032,2094,404,0.0,493.35,7,EBT
164,2025-05-04,1190,2008,404,3.0,266.36,5,GiftCard
165,2025-05-04,1199,2046,401,3.0,167.15,22,Cash
166,2025-05-04,1128,2028,401,2.0,2041.41,33,Card
167,2025-05-04,1117,2082,401,0.0,799.8,11,EBT
168,2025-05-04,1122,2051,404,0.0,234.64,17,GiftCard
169,2025-05-04,1125,2091,404,0.0,1811.58,18,Cash
172,2025-05-04,1152,2067,403,3.0,872.85,3,GiftCard
173,2025-05-04,1129,2077,404,0.0,2809.15,34,Cash
174,2025-05-04,1179,2014,402,3.0,738.9,34,Card
176,2025-05-04,1116,2051,404,0.0,351.96,32,GiftCard
178,2025-05-04,1095,2019,404,0.0,933.93,27,Card
181,2025-05-04,1142,2007,403,0.0,583.39,15,Cash
182,2025-05-04,1105,2045,404,0.0,624.28,40,Card
183,2025-05-04,1073,2076,403,2.0,1934.57,22,EBT
184,2025-05-04,1026,2073,402,1.0,1797.95,26,GiftCard
185,2025-05-04,1168,2061,402,0.0,599.76,3,Cash
188,2025-05-04,1143,2098,401,2.0,2178.86,5,GiftCard
189,2025-05-04,1007,2023,403,2.0,751.63,31,Cash
190,2025-05-04,1086,2044,401,1.0,373.64,31,Card
191,2025-05-04,1036,2072,404,0.0,1260.9,30,EBT
192,2025-05-04,1036,2094,401,0.0,2466.75,1,GiftCard
193,2025-05-04,1191,2067,402,3.0,872.85,9,Cash
194,2025-05-04,1107,2058,403,1.0,1800.22,1,Card
195,2025-05-04,1094,2039,403,0.0,1952.88,27,EBT
198,2025-05-04,1169,2054,404,3.0,900.51,1,Card
199,2025-05-04,1106,2034,402,0.0,136.17,11,EBT
200,2025-05-04,1088,2055,401,2.0,129.46,24,GiftCard
201,2025-05-04,1173,2086,404,2.0,715.28,23,Cash
203,2025-05-04,1001,2026,403,1.0,190.4,24,EBT
204,2025-05-04,1196,2017,403,2.0,370.96,36,GiftCard
206,2025-05-04,1191,2055,402,1.0,48.55,16,Card
207,2025-05-04,1097,2068,402,2.0,1312.38,39,EBT
209,2025-05-04,1004,2058,401,2.0,1066.8,23,Cash
210,2025-05-04,1147,2054,404,3.0,2701.53,24,Card
211,2025-05-04,1074,2014,404,0.0,738.9,34,EBT
212,2025-05-04,1083,2021,404,2.0,668.33,25,GiftCard
213,2025-05-04,1022,2055,401,1.0,97.09,5,Cash
214,2025-05-04,1111,2075,404,0.0,1561.28,39,Card
215,2025-05-04,1101,2039,403,1.0,2636.39,23,EBT
216,2025-05-04,1085,2099,402,0.0,646.32,11,GiftCard
217,2025-05-04,1130,2081,401,1.0,1343.2,14,Cash
218,2025-05-04,1198,2044,403,1.0,186.82,2,Card
220,2025-05-04,1050,2022,402,0.0,671.18,18,GiftCard
221,2025-05-04,1045,2098,404,3.0,907.86,23,Cash
222,2025-05-04,1193,2072,404,2.0,1681.2,35,Card
223,2025-05-04,1160,2040,402,3.0,138.16,10,EBT
225,2025-05-04,1070,2075,401,2.0,624.51,14,Cash
226,2025-05-04,1129,2009,403,3.0,198.93,33,Card
227,2025-05-04,1115,2004,401,2.0,2225.4,10,EBT
228,2025-05-04,1073,2009,401,3.0,66.31,18,GiftCard
229,2025-05-04,1118,2074,401,3.0,659.5,13,Cash
230,2025-05-04,1146,2083,402,2.0,614.53,13,Card
231,2025-05-04,1154,2060,402,0.0,408.38,19,EBT
232,2025-05-04,1115,2013,403,0.0,2806.08,12,GiftCard
233,2025-05-04,1129,2082,402,0.0,1066.4,38,Cash
234,2025-05-04,1063,2090,404,3.0,71.64,4,Card
235,2025-05-04,1134,2066,402,2.0,1238.54,26,EBT
236,2025-05-04,1095,2036,404,3.0,653.94,1,GiftCard
237,2025-05-04,1198,2043,401,2.0,1397.52,14,Cash
239,2025-05-04,1072,2032,402,2.0,1512.96,12,EBT
240,2025-05-04,1020,2074,402,2.0,527.6,11,GiftCard
241,2025-05-04,1079,2083,404,1.0,691.34,21,Cash
242,2025-05-04,1152,2090,401,2.0,57.31,26,Card
244,2025-05-04,1171,2089,401,3.0,1654.08,6,GiftCard
245,2025-05-04,1130,2046,401,2.0,106.98,31,Cash
246,2025-05-04,1079,2023,402,2.0,3006.53,1,Card
247,2025-05-04,1196,2062,402,1.0,1114.85,14,EBT
249,2025-05-04,1025,2064,401,2.0,705.7,36,Cash
250,2025-05-04,1196,2079,402,3.0,2851.62,13,Card
251,2025-05-04,1039,2020,402,1.0,338.25,0,EBT
252,2025-05-04,1184,2056,401,3.0,1574.16,29,GiftCard
254,2025-05-04,1156,2036,404,1.0,392.36,0,Card
255,2025-05-04,1136,2030,403,3.0,509.91,31,EBT
256,2025-05-04,1049,2047,404,3.0,1674.9,8,GiftCard
258,2025-05-04,1041,2025,402,2.0,671.09,11,Card
259,2025-05-04,1013,2082,404,2.0,1066.4,19,EBT
260,2025-05-04,1141,2013,401,2.0,748.29,6,GiftCard
261,2025-05-04,1021,2097,402,2.0,673.68,6,Cash
262,2025-05-04,1115,2065,402,3.0,1881.36,22,Card
263,2025-05-04,1023,2028,404,2.0,510.35,19,EBT
264,2025-05-04,1006,2053,401,3.0,610.15,11,GiftCard
265,2025-05-04,1128,2047,402,3.0,1004.94,2,Cash
266,2025-05-04,1020,2047,402,0.0,669.96,14,Card
267,2025-05-04,1081,2012,403,1.0,1682.61,17,EBT
268,2025-05-04,1035,2004,403,3.0,927.25,25,GiftCard
269,2025-05-04,1178,2017,404,3.0,1854.8,40,Cash
270,2025-05-04,1157,2000,401,0.0,1938.62,36,Card
271,2025-05-04,1065,2027,402,3.0,775.83,22,EBT
272,2025-05-04,1028,2099,403,1.0,3490.13,17,GiftCard
273,2025-05-04,1077,2015,401,1.0,1822.42,23,Cash
274,2025-05-04,1107,2081,404,0.0,2238.66,40,Card
275,2025-05-04,1028,2063,401,1.0,994.43,29,EBT
276,2025-05-04,1183,2018,403,3.0,2711.3,17,GiftCard
278,2025-05-04,1146,2053,402,0.0,1220.3,38,Card
279,2025-05-04,1134,2046,401,0.0,33.43,9,EBT
280,2025-05-04,1099,2060,401,3.0,1633.52,24,GiftCard
281,2025-05-04,1095,2032,401,2.0,1512.96,1,Cash
282,2025-05-04,1017,2044,402,0.0,207.58,21,Card
283,2025-05-04,1197,2074,403,1.0,593.55,13,EBT
284,2025-05-04,1011,2045,403,1.0,842.78,36,GiftCard
285,2025-05-04,1199,2087,404,3.0,159.32,16,Cash
286,2025-05-04,1161,2023,402,0.0,939.54,2,Card
287,2025-05-04,1183,2099,404,0.0,1292.64,13,EBT
289,2025-05-04,1010,2040,403,3.0,138.16,28,Cash
290,2025-05-04,1139,2060,403,0.0,1225.14,27,Card
291,2025-05-04,1192,2082,402,2.0,213.28,2,EBT
292,2025-05-04,1091,2099,401,2.0,1034.11,23,GiftCard
293,2025-05-04,1069,2015,403,3.0,2699.88,8,Cash
294,2025-05-04,1102,2095,404,3.0,1472.37,2,Card
296,2025-05-04,1094,2066,403,0.0,1032.12,23,GiftCard
298,2025-05-04,1154,2023,403,2.0,751.63,36,Card
299,2025-05-04,1026,2010,403,2.0,62.27,8,EBT
300,2025-05-04,1078,2057,404,1.0,393.28,4,GiftCard
301,2025-05-04,1176,2056,403,3.0,524.72,37,Cash
303,2025-05-04,1070,2081,401,0.0,1492.44,28,EBT
304,2025-05-04,1171,2081,404,2.0,596.98,23,GiftCard
305,2025-05-04,1131,2095,402,0.0,1472.37,22,Cash
306,2025-05-04,1036,2077,404,0.0,1123.66,36,Card
307,2025-05-04,1032,2008,402,2.0,106.54,33,EBT
309,2025-05-04,1173,2057,403,2.0,349.58,34,Cash
310,2025-05-04,1113,2097,401,1.0,757.89,26,Card
311,2025-05-04,1135,2046,404,2.0,80.23,32,EBT
312,2025-05-04,1166,2035,402,0.0,899.99,5,GiftCard
313,2025-05-04,1006,2094,402,3.0,1480.05,38,Cash
314,2025-05-04,1132,2049,401,2.0,1503.74,21,Card
315,2025-05-04,1198,2033,404,1.0,2257.88,23,EBT
316,2025-05-04,1156,2036,404,1.0,784.73,34,GiftCard
318,2025-05-04,1044,2091,404,0.0,1811.58,25,Card
319,2025-05-04,1174,2040,403,0.0,34.54,26,EBT
320,2025-05-04,1140,2069,403,2.0,557.74,25,GiftCard
321,2025-05-04,1040,2091,402,2.0,724.63,18,Cash
322,2025-05-04,1130,2028,401,1.0,574.15,10,Card
323,2025-05-04,1035,2030,404,0.0,339.94,10,EBT
324,2025-05-04,1092,2070,403,3.0,102.54,21,GiftCard
326,2025-05-04,1079,2050,404,3.0,186.78,28,Card
327,2025-05-04,1196,2052,401,1.0,2632.54,25,EBT
328,2025-05-04,1081,2082,401,3.0,1066.4,11,GiftCard
330,2025-05-04,1199,2070,402,1.0,30.76,14,Card
332,2025-05-04,1132,2019,403,1.0,1681.07,25,GiftCard
333,2025-05-04,1041,2041,402,2.0,643.37,30,Cash
334,2025-05-04,1132,2036,401,2.0,348.77,7,Card
335,2025-05-04,1050,2081,403,1.0,2686.39,10,EBT
337,2025-05-04,1151,2074,402,1.0,1187.1,6,Cash
338,2025-05-04,1168,2079,403,0.0,1901.08,37,Card
339,2025-05-04,1007,2010,401,2.0,62.27,36,EBT
341,2025-05-04,1127,2080,403,2.0,1997.42,10,Cash
342,2025-05-04,1123,2031,404,2.0,1356.72,12,Card
343,2025-05-04,1116,2009,401,1.0,119.36,32,EBT
345,2025-05-04,1052,2043,402,2.0,698.76,16,Cash
346,2025-05-04,1183,2040,403,3.0,103.62,31,Card
348,2025-05-04,1081,2030,404,0.0,339.94,5,GiftCard
349,2025-05-04,1068,2057,402,1.0,1179.85,26,Cash
350,2025-05-04,1024,2006,403,3.0,594.0,29,Card
351,2025-05-04,1157,2053,402,1.0,1098.27,28,EBT
352,2025-05-04,1083,2073,403,1.0,2247.44,0,GiftCard
353,2025-05-04,1195,2020,404,3.0,1879.15,15,Cash
354,2025-05-04,1127,2039,404,0.0,1952.88,2,Card
356,2025-05-04,1055,2074,403,0.0,1978.5,29,GiftCard
357,2025-05-04,1012,2036,404,3.0,653.94,38,Cash
358,2025-05-04,1073,2068,401,0.0,2460.72,31,Card
359,2025-05-04,1110,2017,403,2.0,370.96,0,EBT
360,2025-05-04,1195,2051,403,0.0,117.32,17,GiftCard
361,2025-05-04,1102,2006,402,2.0,792.0,2,Cash
362,2025-05-04,1141,2036,401,3.0,871.92,0,Card
363,2025-05-04,1129,2057,403,0.0,1747.92,10,EBT
364,2025-05-04,1032,2012,404,2.0,997.1,5,GiftCard
365,2025-05-04,1086,2071,403,1.0,553.64,16,Cash
366,2025-05-04,1050,2077,404,0.0,561.83,23,Card
369,2025-05-04,1155,2065,402,2.0,1128.82,14,Cash
370,2025-05-04,1156,2040,402,3.0,138.16,39,Card
371,2025-05-04,1157,2094,403,2.0,1578.72,39,EBT
372,2025-05-04,1129,2065,404,2.0,752.54,19,GiftCard
373,2025-05-04,1121,2002,403,2.0,2771.2,32,Cash
374,2025-05-04,1172,2014,404,2.0,197.04,32,Card
375,2025-05-04,1185,2088,401,3.0,2128.05,10,EBT
377,2025-05-04,1149,2061,402,3.0,1199.52,1,Cash
378,2025-05-04,1037,2087,402,0.0,318.64,9,Card
379,2025-05-04,1146,2089,401,1.0,744.34,40,EBT
380,2025-05-04,1004,2056,403,3.0,2098.88,13,GiftCard
381,2025-05-04,1038,2052,402,3.0,2193.78,6,Cash
383,2025-05-04,1180,2017,402,2.0,741.92,1,EBT
384,2025-05-04,1169,2061,404,2.0,319.87,1,GiftCard
385,2025-05-04,1044,2058,403,2.0,1066.8,17,Cash
387,2025-05-04,1049,2031,403,2.0,1356.72,4,EBT
388,2025-05-04,1057,2038,403,1.0,2501.58,8,GiftCard
389,2025-05-04,1176,2090,404,2.0,343.87,10,Cash
390,2025-05-04,1122,2044,403,2.0,166.06,13,Card
391,2025-05-04,1031,2073,404,3.0,1498.29,38,EBT
392,2025-05-04,1088,2098,402,2.0,726.29,27,GiftCard
393,2025-05-04,1010,2036,401,2.0,348.77,15,Cash
394,2025-05-04,1113,2083,403,3.0,3072.64,32,Card
395,2025-05-04,1054,2025,403,2.0,671.09,12,EBT
396,2025-05-04,1035,2013,402,1.0,1683.65,14,GiftCard
397,2025-05-04,1012,2085,402,1.0,217.94,11,Cash
398,2025-05-04,1013,2012,404,2.0,1994.21,20,Card
399,2025-05-04,1183,2060,401,1.0,367.54,1,EBT
400,2025-05-04,1001,2070,402,3.0,102.54,33,GiftCard
401,2025-05-04,1167,2060,404,1.0,735.08,31,Cash
402,2025-05-04,1193,2036,403,2.0,348.77,29,Card
404,2025-05-04,1136,2094,401,1.0,1776.06,38,GiftCard
405,2025-05-04,1106,2022,401,3.0,671.18,15,Cash
407,2025-05-04,1002,2038,401,2.0,1482.42,1,EBT
408,2025-05-04,1072,2058,404,1.0,1200.15,25,GiftCard
409,2025-05-04,1129,2059,403,1.0,1382.54,17,Cash
410,2025-05-04,1028,2042,402,3.0,502.83,16,Card
412,2025-05-04,1188,2043,403,1.0,1572.21,31,GiftCard
413,2025-05-04,1044,2078,404,3.0,426.03,11,Cash
414,2025-05-04,1131,2041,401,3.0,3216.84,4,Card
415,2025-05-04,1171,2012,402,1.0,1121.74,35,EBT
416,2025-05-04,1122,2041,402,0.0,1608.42,18,GiftCard
418,2025-05-04,1192,2034,403,2.0,326.81,4,Card
419,2025-05-04,1149,2092,401,2.0,1157.3,26,EBT
420,2025-05-04,1167,2046,402,0.0,133.72,38,GiftCard
422,2025-05-04,1040,2051,403,0.0,469.28,10,Card
424,2025-05-04,1056,2017,404,1.0,834.66,9,GiftCard
425,2025-05-04,1116,2095,403,3.0,490.79,5,Cash
426,2025-05-04,1179,2070,404,1.0,61.52,37,Card
427,2025-05-04,1195,2031,401,3.0,1695.9,15,EBT
429,2025-05-04,1144,2014,401,1.0,443.34,27,Cash
430,2025-05-04,1146,2068,402,1.0,2952.86,18,Card
431,2025-05-04,1083,2066,404,0.0,516.06,31,EBT
432,2025-05-04,1174,2026,404,0.0,423.12,23,GiftCard
433,2025-05-04,1130,2057,401,3.0,1747.92,23,Cash
435,2025-05-04,1144,2007,404,2.0,933.42,37,EBT
436,2025-05-04,1185,2002,404,2.0,692.8,28,GiftCard
438,2025-05-04,1011,2054,403,0.0,900.51,29,Card
439,2025-05-04,1138,2007,401,3.0,2333.56,7,EBT
440,2025-05-04,1008,2036,404,1.0,196.18,23,GiftCard
441,2025-05-04,1196,2017,404,2.0,741.92,28,Cash
442,2025-05-04,1097,2057,404,3.0,436.98,0,Card
443,2025-05-04,1020,2087,402,2.0,637.28,10,EBT
444,2025-05-04,1030,2022,404,1.0,604.06,3,GiftCard
445,2025-05-04,1186,2028,401,0.0,2551.76,15,Cash
446,2025-05-04,1076,2059,404,3.0,1536.15,33,Card
448,2025-05-04,1039,2035,402,0.0,899.99,10,GiftCard
449,2025-05-04,1008,2084,404,0.0,845.55,19,Cash
450,2025-05-04,1061,2026,401,0.0,423.12,29,Card
451,2025-05-04,1152,2004,404,0.0,2781.75,22,EBT
452,2025-05-04,1062,2094,401,3.0,1973.4,29,GiftCard
453,2025-05-04,1112,2029,402,0.0,13.51,4,Cash
455,2025-05-04,1187,2073,403,2.0,399.54,23,EBT
456,2025-05-04,1060,2038,402,1.0,3335.44,0,GiftCard
457,2025-05-04,1105,2038,403,0.0,1853.02,27,Cash
459,2025-05-04,1142,2063,401,2.0,1325.9,37,EBT
460,2025-05-04,1164,2085,404,2.0,387.44,16,GiftCard
461,2025-05-04,1178,2053,404,1.0,1647.4,15,Cash
462,2025-05-04,1076,2048,402,3.0,1072.89,2,Card
463,2025-05-04,1061,2028,403,1.0,1148.29,40,EBT
464,2025-05-04,1118,2007,404,3.0,1750.17,12,GiftCard
465,2025-05-04,1142,2067,402,3.0,1163.8,2,Cash
466,2025-05-04,1062,2032,402,2.0,756.48,1,Card
467,2025-05-04,1165,2010,404,2.0,124.54,27,EBT
468,2025-05-04,1023,2068,402,0.0,2460.72,25,GiftCard
469,2025-05-04,1068,2048,401,0.0,715.26,39,Cash
471,2025-05-04,1053,2042,403,0.0,167.61,2,EBT
472,2025-05-04,1054,2024,401,3.0,372.81,1,GiftCard
473,2025-05-04,1062,2089,402,3.0,1240.56,16,Cash
474,2025-05-04,1061,2070,403,2.0,27.34,14,Card
476,2025-05-04,1066,2046,404,3.0,200.58,23,GiftCard
477,2025-05-04,1025,2092,404,2.0,771.54,33,Cash
478,2025-05-04,1052,2047,403,3.0,334.98,22,Card
479,2025-05-04,1011,2072,402,1.0,756.54,18,EBT
481,2025-05-04,1039,2025,403,1.0,503.32,18,Cash
482,2025-05-04,1097,2072,402,3.0,420.3,29,Card
483,2025-05-04,1140,2083,403,2.0,1843.58,27,EBT
484,2025-05-04,1195,2062,404,3.0,3096.8,5,GiftCard
485,2025-05-04,1043,2093,403,1.0,1360.69,3,Cash
487,2025-05-04,1138,2082,401,0.0,533.2,0,EBT
488,2025-05-04,1019,2085,401,0.0,484.3,2,GiftCard
489,2025-05-04,1105,2017,402,0.0,1391.1,34,Cash
491,2025-05-04,1129,2058,403,0.0,1333.5,5,EBT
492,2025-05-04,1158,2081,404,3.0,2984.88,2,GiftCard
493,2025-05-04,1004,2000,404,0.0,2907.93,14,Cash
494,2025-05-04,1004,2067,403,2.0,465.52,13,Card
495,2025-05-04,1004,2064,404,1.0,1323.18,12,EBT
496,2025-05-04,1027,2012,402,1.0,1121.74,34,GiftCard
499,2025-05-04,1103,2058,402,1.0,600.08,31,EBT
500,2025-05-04,1076,2087,401,0.0,159.32,0,GiftCard
501,2025-05-04,1023,2051,404,3.0,351.96,11,Cash
502,2025-05-04,1141,2060,401,0.0,408.38,26,Card
503,2025-05-04,1179,2021,401,3.0,835.41,16,EBT
505,2025-05-04,1135,2005,402,1.0,1157.71,28,Cash
506,2025-05-04,1177,2072,404,2.0,1008.72,14,Card
508,2025-05-04,1045,2040,401,1.0,31.09,33,GiftCard
509,2025-05-04,1150,2018,404,0.0,1084.52,28,Cash
510,2025-05-04,1076,2020,402,3.0,2254.98,31,Card
511,2025-05-04,1173,2069,403,3.0,232.39,20,EBT
512,2025-05-04,1193,2094,402,0.0,1480.05,8,GiftCard
514,2025-05-04,1025,2055,402,0.0,107.88,1,Card
515,2025-05-04,1087,2077,404,2.0,449.46,23,EBT
516,2025-05-04,1007,2081,403,3.0,746.22,30,GiftCard
517,2025-05-04,1125,2029,403,3.0,40.53,20,Cash
518,2025-05-04,1110,2023,404,0.0,1879.08,6,Card
519,2025-05-04,1197,2079,403,1.0,855.49,15,EBT
520,2025-05-04,1182,2009,401,2.0,53.05,13,GiftCard
521,2025-05-04,1039,2048,402,3.0,357.63,36,Cash
522,2025-05-04,1081,2046,401,0.0,33.43,4,Card
523,2025-05-04,1001,2039,404,2.0,2343.46,0,EBT
524,2025-05-04,1194,2034,401,1.0,245.11,2,GiftCard
526,2025-05-04,1142,2071,404,0.0,615.16,36,Card
527,2025-05-04,1006,2011,403,0.0,1229.22,27,EBT
528,2025-05-04,1152,2076,403,3.0,2418.21,0,GiftCard
529,2025-05-04,1003,2037,404,3.0,1440.56,27,Cash
530,2025-05-04,1199,2010,402,1.0,210.17,25,Card
531,2025-05-04,1175,2048,402,1.0,965.6,29,EBT
533,2025-05-04,1037,2008,402,3.0,266.36,29,Cash
534,2025-05-04,1070,2053,403,3.0,1830.45,31,Card
535,2025-05-04,1005,2009,403,2.0,53.05,30,EBT
536,2025-05-04,1063,2092,404,1.0,867.98,25,GiftCard
537,2025-05-04,1117,2013,402,2.0,2244.86,25,Cash
539,2025-05-04,1084,2056,403,3.0,1574.16,10,EBT
542,2025-05-04,1080,2022,404,2.0,1073.89,0,Card
543,2025-05-04,1074,2094,404,1.0,444.02,23,EBT
545,2025-05-04,1093,2014,402,1.0,221.67,30,Cash
546,2025-05-04,1174,2098,401,3.0,2723.58,9,Card
