ProductID,StoreID,YearMonth,total_revenue,transaction_count
2020,403,2039-03,751.66,1
2020,403,2042-01,1014.74,1
2020,403,2045-06,1352.99,1
2020,403,2049-10,676.49,1
2020,403,2052-08,375.83,1
2020,404,2029-05,1879.15,1
2020,404,2033-08,1127.49,1
2020,404,2038-04,1879.15,1
2020,404,2040-07,1127.49,1
2020,404,2042-06,375.83,1
2020,404,2043-07,601.33,1
2020,404,2052-07,601.33,1
2021,401,2031-09,835.41,1
2021,401,2033-02,1670.82,1
2021,401,2039-12,668.33,1
2021,401,2051-03,1336.66,1
2021,401,2051-09,2004.98,1
2021,402,2040-05,835.41,1
2021,402,2042-02,835.41,1
2021,403,2040-07,1503.74,1
2021,403,2042-12,2506.23,1
2021,403,2045-03,751.87,1
2021,403,2048-12,751.87,1
2021,403,2053-06,2255.61,1
2021,404,2027-01,668.33,1
2021,404,2054-11,1670.82,1
2022,401,2025-08,2684.72,1
2022,401,2030-03,671.18,1
2022,401,2038-01,1073.89,1
2022,401,2039-02,3020.31,1
2022,401,2043-03,604.06,1
2022,401,2048-07,536.94,1
2022,401,2049-05,604.06,1
2022,402,2027-03,671.18,1
2022,402,2054-07,1208.12,1
2022,403,2024-04,671.18,1
2022,403,2026-05,671.18,1
2022,403,2035-07,2684.72,1
2022,403,2036-06,2684.72,1
2022,403,2052-10,536.94,1
2022,404,2030-10,604.06,1
2022,404,2032-05,1073.89,1
2022,404,2041-02,671.18,1
2022,404,2044-11,2684.72,1
2022,404,2046-03,1610.83,1
2023,401,2039-10,2818.62,1
2023,401,2047-04,2254.9,1
2023,401,2053-12,751.63,1
2023,402,2027-08,3006.53,1
2023,402,2028-04,939.54,1
2023,402,2045-05,2818.62,1
2023,402,2045-08,2254.9,1
2023,402,2049-10,1879.08,1
2023,403,2026-09,751.63,1
2023,403,2028-06,751.63,1
2023,403,2032-11,1503.26,1
2023,403,2043-02,1503.26,1
2023,403,2047-09,1503.26,1
2023,404,2031-12,1879.08,1
2023,404,2043-07,2254.9,1
2023,404,2048-08,1879.08,1
2023,404,2052-12,2536.76,1
2024,401,2031-04,372.81,1
2024,401,2043-01,372.81,1
2024,401,2044-10,223.69,1
2024,401,2048-09,335.53,1
2024,401,2049-08,248.54,1
2024,401,2054-02,472.23,2
2024,402,2025-05,372.81,1
2024,403,2025-02,372.81,1
2024,403,2038-08,621.35,1
2024,403,2044-02,298.25,1
2024,403,2048-01,621.35,1
2024,403,2048-11,198.83,1
2024,403,2050-12,335.53,1
2024,404,2035-06,298.25,1
2024,404,2036-01,298.25,1
2025,401,2036-09,503.32,1
2025,401,2045-04,671.09,1
2025,401,2050-10,559.24,1
2025,402,2025-11,223.7,1
2025,402,2027-10,671.09,1
2025,402,2034-11,559.24,1
2025,402,2035-04,279.62,1
2025,402,2035-07,671.09,1
2025,402,2041-07,251.66,1
2025,402,2041-11,1258.29,1
2025,402,2046-01,223.7,1
2025,403,2030-01,671.09,1
2025,403,2031-05,503.32,1
2025,403,2034-08,223.7,1
2025,403,2036-09,894.78,1
2025,403,2037-11,503.32,1
2025,403,2041-02,503.32,1
2025,403,2045-09,447.39,1
2025,403,2048-11,754.97,1
2025,403,2052-01,838.86,1
2025,404,2048-05,671.09,1
2026,401,2030-11,423.12,1
2026,402,2024-09,507.74,1
2026,402,2034-09,211.56,1
2026,402,2037-06,190.4,1
2026,402,2041-07,380.81,1
2026,402,2053-09,211.56,1
2026,403,2026-11,190.4,1
2026,403,2038-11,338.5,1
2026,403,2039-09,761.62,1
2026,404,2030-08,423.12,1
2026,404,2032-05,507.74,1
2026,404,2039-05,423.12,1
2026,404,2052-01,169.25,1
2027,402,2028-01,775.83,1
2027,402,2035-02,413.78,1
2027,402,2036-05,232.75,1
2027,403,2041-06,698.25,1
2027,403,2052-12,698.25,1
2027,404,2033-03,258.61,1
2027,404,2033-09,517.22,1
2027,404,2036-12,413.78,1
2027,404,2040-08,775.83,1
2027,404,2048-11,465.5,1
2027,404,2055-05,1034.44,1
2028,401,2025-03,2551.76,1
2028,401,2026-06,2041.41,1
2028,401,2028-11,574.15,1
2028,401,2030-10,2551.76,1
2028,401,2043-04,1275.88,1
2028,401,2048-11,2551.76,1
2028,401,2055-08,1275.88,1
2028,402,2036-11,1531.06,1
2028,402,2041-04,2551.76,1
2028,402,2043-08,1020.7,1
2028,402,2044-11,1148.29,1
2028,402,2046-04,1531.06,1
2028,402,2053-10,2551.76,1
2028,403,2031-02,1148.29,1
2028,403,2033-02,637.94,1
2028,403,2039-10,1148.29,1
2028,404,2025-12,1531.06,1
2028,404,2027-11,510.35,1
2028,404,2038-05,2551.76,1
2028,404,2039-12,510.35,1
2028,404,2040-03,1148.29,1
2028,404,2054-08,1531.06,1
2029,401,2024-06,12.16,1
2029,402,2030-12,13.51,1
2029,402,2035-07,13.51,1
2029,402,2044-10,27.02,1
2029,402,2051-04,40.53,1
2029,403,2024-11,36.48,1
2029,403,2031-12,40.53,1
2029,404,2033-10,27.02,1
2029,404,2043-06,12.16,1
2029,404,2051-03,40.53,1
2030,402,2043-08,509.91,1
2030,402,2044-08,1019.82,1
2030,402,2048-08,339.94,1
2030,402,2052-01,271.95,1
2030,402,2055-03,407.93,1
2030,403,2027-10,509.91,1
2030,403,2035-06,407.93,1
2030,403,2042-07,271.95,1
2030,403,2046-12,509.91,1
2030,403,2051-09,509.91,1
2030,404,2028-11,339.94,1
2030,404,2029-04,339.94,1
2030,404,2034-01,1189.79,2
2030,404,2036-04,543.9,1
2030,404,2048-10,135.98,1
2030,404,2053-02,407.93,1
2031,401,2030-07,1695.9,1
2031,401,2034-06,1695.9,1
2031,401,2042-12,1130.6,1
2031,402,2026-04,508.77,1
2031,402,2032-10,2035.08,1
2031,402,2035-05,904.48,1
2031,402,2043-09,904.48,1
2031,403,2029-11,1356.72,1
2031,403,2032-07,1526.31,1
2031,403,2034-12,1695.9,1
2031,403,2044-06,1356.72,1
2031,403,2052-02,1695.9,1
2031,404,2029-03,1356.72,1
2031,404,2034-07,452.24,1
2031,404,2044-12,1130.6,1
2031,404,2053-07,1695.9,1
2032,401,2028-03,1512.96,1
2032,401,2050-11,945.6,1
2032,402,2027-07,1512.96,1
2032,402,2031-03,756.48,1
2032,403,2045-02,1702.08,1
2032,404,2024-08,2836.8,1
2032,404,2025-09,1512.96,2
2032,404,2040-05,851.04,1
2032,404,2040-10,1702.08,1
2032,404,2041-11,945.6,1
2033,401,2036-10,669.0,1
2033,401,2042-07,836.25,1
2033,401,2047-04,836.25,1
2033,401,2051-11,1338.0,1
2033,402,2034-02,836.25,1
2033,402,2035-10,3010.5,1
2033,402,2036-03,1338.0,1
2033,402,2041-01,2007.0,1
2033,402,2041-10,1338.0,1
2033,402,2049-09,836.25,1
2033,403,2037-01,752.62,1
2033,403,2040-04,2257.88,1
2033,403,2043-03,836.25,1
2033,403,2051-06,1672.5,1
2033,403,2053-12,752.62,1
2033,404,2028-10,2257.88,1
2033,404,2038-01,2508.75,1
2033,404,2051-07,2508.75,1
2034,401,2025-05,108.94,1
2034,401,2032-02,245.11,1
2034,401,2034-05,326.81,1
2034,401,2047-07,217.87,1
2034,401,2053-08,326.81,1
2034,402,2026-11,136.17,1
2034,402,2035-04,408.51,1
2034,402,2038-12,217.87,1
2034,402,2041-11,680.85,1
2034,403,2030-05,326.81,1
2034,403,2052-12,544.68,1
2034,403,2054-10,544.68,1
2035,401,2035-05,2699.97,1
2035,401,2046-01,899.99,1
2035,401,2049-07,809.99,1
2035,402,2028-09,899.99,1
2035,402,2030-11,899.99,1
2035,402,2051-04,899.99,1
2035,404,2035-03,1619.98,1
2035,404,2041-08,809.99,1
2035,404,2041-10,1619.98,1
2035,404,2052-05,899.99,1
2036,401,2029-01,348.77,1
2036,401,2029-07,871.92,1
2036,401,2029-12,348.77,1
2036,401,2041-06,653.94,1
2036,401,2049-07,217.98,1
2036,401,2049-09,392.36,1
2036,402,2033-01,588.55,1
2036,402,2055-03,217.98,1
2036,402,2055-07,588.55,1
2036,403,2030-03,348.77,1
2036,403,2036-01,392.36,1
2036,403,2041-04,348.77,1
2036,403,2041-12,871.92,1
2036,403,2047-08,980.91,1
2036,403,2053-04,348.77,1
2036,404,2024-10,217.98,1
2036,404,2027-06,653.94,1
2036,404,2027-09,392.36,1
2036,404,2028-10,784.73,1
2036,404,2029-05,653.94,1
2036,404,2030-09,196.18,1
2036,404,2040-10,348.77,1
2036,404,2045-01,392.36,1
2036,404,2049-09,588.55,1
2037,401,2025-10,1440.56,1
2037,401,2045-01,648.25,1
2037,402,2024-07,288.11,1
2037,402,2038-12,720.28,1
2037,402,2049-11,1080.42,1
2037,403,2025-04,2160.84,1
2037,403,2025-11,2160.84,1
2037,403,2033-05,288.11,1
2037,403,2053-01,648.25,1
2037,404,2032-03,1440.56,1
2037,404,2043-12,324.13,1
2037,404,2051-05,1800.7,1
2037,404,2054-06,1440.56,1
2038,401,2024-07,1667.72,1
2038,401,2030-03,1482.42,1
2038,401,2050-09,2779.53,1
2038,402,2030-12,3335.44,1
2038,402,2033-08,2223.62,1
2038,402,2033-10,926.51,1
2038,402,2033-12,1667.72,1
2038,402,2044-07,2223.62,1
2038,402,2045-11,926.51,1
2038,402,2054-07,1667.72,1
2038,403,2029-11,2501.58,1
2038,403,2031-01,1853.02,1
2038,403,2035-08,1667.72,1
2038,404,2024-09,2223.62,1
2038,404,2025-05,1667.72,1
2038,404,2036-08,2223.62,1
2038,404,2037-04,926.51,1
2038,404,2047-12,1853.02,1
2038,404,2050-03,2964.83,1
2038,404,2050-04,926.51,1
2038,404,2050-05,926.51,1
2038,404,2055-01,1853.02,1
2039,401,2034-03,878.8,1
2039,401,2043-11,1562.3,1
2039,402,2053-09,1562.3,1
2039,403,2024-11,2929.32,1
2039,403,2026-10,1952.88,1
2039,403,2027-02,2636.39,1
2039,403,2042-05,976.44,1
2039,404,2029-05,1952.88,1
2039,404,2032-01,2343.46,1
2040,401,2031-10,31.09,1
2040,401,2038-05,34.54,1
2040,401,2045-10,110.53,1
2040,402,2027-03,138.16,1
2040,402,2029-08,138.16,1
2040,402,2033-12,31.09,1
2040,402,2035-09,27.63,1
2040,402,2035-10,69.08,1
2040,403,2025-01,55.26,1
2040,403,2028-05,138.16,1
2040,403,2028-10,34.54,1
2040,403,2029-03,103.62,1
2040,403,2035-12,103.62,1
2040,403,2042-01,55.26,1
2040,403,2045-07,27.63,1
2040,403,2052-03,69.08,1
2040,403,2052-04,138.16,1
2040,404,2034-10,55.26,1
2040,404,2034-11,69.08,1
2040,404,2040-11,55.26,1
2040,404,2044-12,103.62,1
2040,404,2053-05,124.34,1
2041,401,2025-01,1447.58,1
2041,401,2030-05,3216.84,1
2041,401,2043-03,804.21,1
2041,402,2029-01,643.37,1
2041,402,2030-05,1608.42,1
2041,402,2037-06,2412.63,1
2041,403,2024-01,3216.84,1
2041,403,2024-12,1608.42,1
2041,404,2039-05,804.21,1
2041,404,2044-12,1447.58,1
2041,404,2049-02,2171.37,1
2042,401,2040-06,1173.27,1
2042,401,2049-04,402.26,1
2042,402,2030-04,502.83,1
2042,402,2036-07,335.22,1
2042,402,2046-03,167.61,1
2042,402,2048-12,167.61,1
2042,402,2049-05,335.22,1
2042,403,2031-03,167.61,1
2042,403,2038-04,167.61,1
2042,403,2045-09,670.44,1
2042,404,2032-07,1005.66,1
2043,401,2027-06,1397.52,1
2043,401,2032-10,786.1,1
2043,401,2048-01,3493.8,1
2043,402,2029-03,698.76,1
2043,402,2035-12,2620.35,1
2043,402,2046-06,1572.21,1
2043,402,2047-07,1397.52,1
2043,402,2051-03,873.45,1
2043,403,2024-05,698.76,1
2043,403,2030-04,1572.21,1
2043,403,2036-07,2096.28,1
2043,403,2037-01,2795.04,1
2043,403,2038-10,3493.8,1
2043,403,2049-08,873.45,1
2043,403,2054-10,1572.21,1
2043,403,2054-11,2620.35,1
2043,404,2041-05,2620.35,1
2043,404,2044-07,786.1,1
2044,401,2026-09,373.64,1
2044,401,2034-08,166.06,1
2044,401,2045-05,560.47,1
2044,401,2046-09,1037.9,1
2044,401,2051-09,373.64,1
2044,401,2051-11,332.13,1
2044,401,2055-07,207.58,1
2044,402,2028-03,207.58,1
2044,402,2033-11,560.47,1
2044,402,2045-08,207.58,1
2044,402,2046-05,207.58,1
2044,403,2027-03,186.82,1
2044,403,2029-12,166.06,1
2044,403,2035-10,934.11,1
2044,403,2037-07,373.64,1
2044,403,2050-02,830.32,1
2044,404,2036-06,830.32,1
2044,404,2041-09,373.64,1
2044,404,2044-02,373.64,1
2045,401,2041-06,499.42,1
2045,402,2026-04,499.42,1
2045,402,2035-05,842.78,1
2045,402,2046-12,280.93,1
2045,402,2054-07,1123.7,1
2045,403,2028-04,842.78,1
2045,403,2037-02,280.93,1
2045,403,2038-07,499.42,1
2045,403,2047-02,249.71,1
2045,403,2049-05,312.14,1
2045,404,2026-08,624.28,1
2046,401,2026-05,167.15,1
2046,401,2027-08,106.98,1
2046,401,2028-03,33.43,1
2046,401,2032-01,33.43,1
2046,401,2035-08,53.49,1
2046,401,2052-04,167.15,1
2046,402,2030-06,133.72,1
2046,402,2054-09,26.74,1
2046,403,2041-11,80.23,1
2046,403,2048-10,60.17,1
2046,403,2051-01,100.29,1
2046,403,2051-08,167.15,1
2046,404,2024-03,30.09,1
2046,404,2028-09,80.23,1
2046,404,2031-04,200.58,1
2047,401,2024-03,535.97,1
2047,401,2026-01,301.48,1
2047,401,2049-06,904.45,1
2047,401,2050-02,1071.94,1
2047,401,2052-05,267.98,1
2047,401,2053-07,803.95,1
2047,402,2027-12,1674.9,2
2047,402,2033-08,1674.9,1
2047,402,2034-05,803.95,1
2047,402,2044-02,1004.94,1
2047,402,2048-06,1004.94,1
2047,403,2031-05,334.98,1
2047,403,2037-04,803.95,1
2047,403,2052-06,1004.94,1
2047,403,2055-05,334.98,1
2047,403,2055-06,535.97,1
2047,404,2027-10,1674.9,1
2047,404,2034-10,669.96,1
2047,404,2049-04,334.98,1
2048,401,2031-03,715.26,1
2048,401,2035-11,357.63,1
2048,401,2042-10,715.26,1
2048,401,2044-05,572.21,1
2048,401,2045-07,1072.89,1
2048,402,2031-02,1072.89,1
2048,402,2032-01,357.63,1
2048,402,2032-03,965.6,1
2048,402,2045-10,1072.89,1
2048,403,2024-01,321.87,1
2048,403,2025-10,1144.42,1
2048,403,2036-03,321.87,1
2048,403,2036-12,357.63,1
2048,403,2040-05,1072.89,1
2048,403,2041-12,1072.89,1
2048,404,2035-02,1287.47,1
2048,404,2046-10,357.63,1
2048,404,2051-10,572.21,1
2048,404,2055-08,321.87,1
2049,401,2028-10,1503.74,1
2049,401,2036-11,845.86,1
2049,401,2039-07,939.84,1
2049,401,2046-06,751.87,1
2049,402,2034-06,1691.71,1
2049,402,2040-09,939.84,1
2049,403,2035-05,3383.42,1
2049,403,2037-07,3383.42,1
2049,403,2042-10,751.87,1
2049,403,2052-07,1503.74,1
2049,404,2025-10,2819.52,1
2049,404,2032-12,845.86,1
2049,404,2033-01,845.86,1
2049,404,2034-01,751.87,1
2049,404,2051-07,1879.68,1
2050,401,2025-12,298.85,1
2050,401,2036-04,168.1,1
2050,401,2042-02,1120.68,1
2050,401,2042-03,560.34,1
2050,401,2045-09,168.1,1
2050,401,2053-12,560.34,1
2050,401,2054-01,560.34,1
2050,402,2033-07,933.9,1
2050,402,2038-08,186.78,1
2050,402,2040-02,448.27,1
2050,402,2044-06,373.56,1
2050,402,2046-04,298.85,1
2050,402,2050-01,747.12,1
2050,402,2053-02,186.78,1
2050,403,2026-03,504.31,1
2050,403,2034-01,560.34,1
2050,403,2034-02,560.34,1
2050,403,2039-08,504.31,1
2050,404,2028-12,186.78,1
2050,404,2032-08,168.1,1
2050,404,2041-04,168.1,1
2050,404,2051-03,747.12,1
2050,404,2052-10,336.2,1
2051,401,2025-01,117.32,1
2051,401,2040-07,281.57,1
2051,401,2044-12,469.28,1
2051,401,2046-07,117.32,1
2051,401,2047-12,211.18,1
2051,402,2032-10,527.94,1
2051,402,2049-12,351.96,1
2051,403,2029-06,117.32,1
2051,403,2030-06,469.28,1
2051,403,2035-01,117.32,1
2051,403,2037-02,316.76,1
2051,403,2040-05,187.71,1
2051,403,2053-09,211.18,1
2051,404,2024-08,117.32,1
2051,404,2026-06,234.64,1
2051,404,2026-07,351.96,1
2051,404,2031-09,351.96,1
2051,404,2038-02,93.86,1
2051,404,2039-07,375.42,1
2051,404,2052-11,93.86,1
2051,404,2054-01,281.57,1
2051,404,2054-04,351.96,1
2051,404,2054-11,211.18,1
2052,401,2026-02,658.13,1
2052,401,2028-12,2632.54,1
2052,401,2036-11,731.26,1
2052,401,2038-06,2193.78,1
2052,401,2041-04,2193.78,1
2052,401,2041-12,1170.02,1
2052,401,2044-11,585.01,1
2052,401,2047-08,731.26,1
2052,402,2029-10,2193.78,1
2052,402,2045-07,1316.27,1
2052,403,2044-10,731.26,1
2052,403,2050-04,731.26,1
2052,403,2052-01,731.26,1
2052,403,2052-08,2925.04,1
2052,404,2024-10,2193.78,1
2052,404,2025-01,2925.04,1
2052,404,2035-03,2193.78,1
2053,401,2027-11,610.15,1
2053,401,2032-08,1830.45,1
2053,401,2037-10,976.24,1
2053,401,2038-09,1830.45,1
2053,401,2043-11,3294.81,1
2053,402,2028-02,1220.3,1
2053,402,2029-04,1098.27,1
2053,402,2046-11,1464.36,1
2053,402,2049-07,2440.6,1
2053,403,2032-03,1830.45,1
2053,403,2042-09,2440.6,1
2053,403,2052-08,1830.45,1
2053,404,2031-01,1647.4,1
2053,404,2038-02,1830.45,1
2053,404,2045-08,1830.45,1
2053,404,2049-08,610.15,1
