TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPct,PaymentType
67,5/4/2025,1020,2076,401,3,4836.42,28,EBT
68,5/4/2025,1188,2041,403,0,1608.42,27,Gift Card
69,5/4/2025,1023,2029,401,2,0,20,Cash
70,5/4/2025,1147,2005,402,3,0,28,Card
71,5/4/2025,1132,2083,404,2,614.53,36,EBT
72,5/4/2025,1046,2074,404,3,659.5,9,Gift Card
73,5/4/2025,1023,2060,403,3,1225.14,26,Cash
74,5/4/2025,1085,2041,401,1,1447.58,3,Card
75,5/4/2025,1084,2052,404,2,2925.04,35,EBT
76,5/4/2025,1169,2051,401,3,117.32,36,Gift Card
77,5/4/2025,1022,2040,403,2,55.26,0,Cash
78,5/4/2025,1029,2098,404,0,3631.44,30,Card
79,5/4/2025,1168,2069,404,3,232.39,1,EBT
80,5/4/2025,1013,2024,403,3,372.81,28,Gift Card
81,5/4/2025,1160,2056,401,1,472.25,13,Cash
82,5/4/2025,1068,2070,402,2,109.38,21,Card
83,5/4/2025,1112,2089,404,0,2067.6,0,EBT
84,5/4/2025,1007,2080,402,1,1498.07,39,Gift Card
85,5/4/2025,1079,2070,401,3,34.18,1,Cash
86,5/4/2025,1023,2028,401,3,2551.76,33,Card
87,5/4/2025,1030,2082,402,3,799.8,11,EBT
88,5/4/2025,1183,2037,403,3,2160.84,17,Gift Card
89,5/4/2025,1123,2060,402,3,2450.28,5,Cash
90,5/4/2025,1141,2018,404,1,2440.17,3,Card
91,5/4/2025,1153,2065,402,0,470.34,15,EBT
92,5/4/2025,1070,2098,404,2,0,17,Gift Card
93,5/4/2025,1129,2034,401,2,108.94,39,Cash
94,5/4/2025,1185,2038,404,1,1667.72,10,Card
95,5/4/2025,1114,2068,404,2,656.19,2,EBT
96,5/4/2025,1085,2070,404,3,0,20,Gift Card
97,5/4/2025,1082,2024,402,3,372.81,39,Cash
98,5/4/2025,1059,2099,404,0,1292.64,3,Card
99,5/4/2025,1081,2095,404,3,490.79,23,EBT
100,5/4/2025,1098,2084,402,3,0,6,Gift Card
101,5/4/2025,1009,2016,403,0,969.06,3,Cash
102,5/4/2025,1112,2012,404,0,1869.57,24,Card
103,5/4/2025,1184,2018,404,1,488.03,29,EBT
104,5/4/2025,1019,2060,403,2,0,29,Gift Card
105,5/4/2025,1159,2088,404,0,0,39,Cash
106,5/4/2025,1084,2086,404,2,2861.12,19,Card
107,5/4/2025,1160,2091,404,0,905.79,33,EBT
108,5/4/2025,1158,2008,402,2,159.82,25,Gift Card
109,5/4/2025,1058,2095,401,3,2453.95,11,Cash
110,5/4/2025,1025,2097,401,3,842.1,23,Card
111,5/4/2025,1042,2088,403,0,709.35,26,EBT
112,5/4/2025,1011,2041,401,2,0,29,Gift Card
113,5/4/2025,1091,2047,404,1,0,24,Cash
114,5/4/2025,1062,2067,404,1,0,10,Card
115,5/4/2025,1043,2022,401,3,2684.72,40,EBT
116,5/4/2025,1158,2087,402,3,477.96,5,Gift Card
117,5/4/2025,1149,2018,402,3,1626.78,13,Cash
118,5/4/2025,1163,2032,404,2,756.48,0,Card
119,5/4/2025,1170,2001,404,2,659.76,12,EBT
120,5/4/2025,1173,2069,402,0,464.78,36,Gift Card
121,5/4/2025,1113,2044,403,3,0,39,Cash
122,5/4/2025,1176,2032,404,2,756.48,23,Card
123,5/4/2025,1050,2049,404,0,2819.52,20,EBT
124,5/4/2025,1060,2048,403,2,1144.42,15,Gift Card
125,5/4/2025,1179,2037,401,3,1440.56,4,Cash
126,5/4/2025,1070,2001,401,3,0,23,Card
127,5/4/2025,1073,2099,402,2,0,2,EBT
128,5/4/2025,1056,2081,402,2,0,30,Gift Card
129,5/4/2025,1173,2096,402,0,672.18,26,Cash
130,5/4/2025,1160,2082,401,2,426.56,39,Card
131,5/4/2025,1112,2004,403,1,1669.05,26,EBT
132,5/4/2025,1023,2037,403,3,2160.84,15,Gift Card
133,5/4/2025,1044,2025,402,2,223.7,40,Cash
134,5/4/2025,1135,2064,403,1,793.91,32,Card
135,5/4/2025,1065,2061,403,2,639.74,7,EBT
136,5/4/2025,1029,2059,401,1,921.69,13,Gift Card
137,5/4/2025,1193,2028,404,2,1531.06,36,Cash
138,5/4/2025,1023,2050,401,2,298.85,6,Card
139,5/4/2025,1137,2015,404,2,539.98,16,EBT
140,5/4/2025,1172,2095,403,3,2453.95,23,Gift Card
141,5/4/2025,1163,2047,401,1,301.48,28,Cash
142,5/4/2025,1120,2003,403,1,1039.99,29,Card
143,5/4/2025,1165,2008,404,2,53.27,3,EBT
144,5/4/2025,1166,2052,401,1,658.13,13,Gift Card
145,5/4/2025,1011,2004,403,3,3709,0,Cash
146,5/4/2025,1029,2012,402,1,0,34,Card
147,5/4/2025,1099,2058,403,3,666.75,7,EBT
148,5/4/2025,1150,2095,402,3,490.79,1,Gift Card
149,5/4/2025,1167,2012,404,3,0,17,Cash
150,5/4/2025,1071,2004,403,1,834.52,31,Card
151,5/4/2025,1113,2056,402,2,839.55,33,EBT
152,5/4/2025,1025,2087,403,2,0,24,Gift Card
153,5/4/2025,1015,2050,403,1,504.31,21,Cash
154,5/4/2025,1031,2058,401,1,2400.3,2,Card
155,5/4/2025,1164,2081,401,0,2984.88,20,EBT
156,5/4/2025,1085,2031,402,1,508.77,32,Gift Card
157,5/4/2025,1017,2097,402,1,757.89,2,Cash
158,5/4/2025,1059,2042,402,0,0,18,Card
159,5/4/2025,1070,2018,402,2,0,32,EBT
160,5/4/2025,1044,2014,401,1,886.68,6,Gift Card
161,5/4/2025,1003,2045,402,2,499.42,33,Cash
162,5/4/2025,1004,2022,403,0,671.18,17,Card
163,5/4/2025,1032,2094,404,0,493.35,7,EBT
164,5/4/2025,1190,2008,404,3,266.36,5,Gift Card
165,5/4/2025,1199,2046,401,3,167.15,22,Cash
166,5/4/2025,1128,2028,401,2,2041.41,33,Card
167,5/4/2025,1117,2082,401,0,799.8,11,EBT
168,5/4/2025,1122,2051,404,0,234.64,17,Gift Card
169,5/4/2025,1125,2091,404,0,1811.58,18,Cash
170,5/4/2025,1020,2041,402,0,0,13,Card
171,5/4/2025,1032,2035,403,3,4499.95,3,EBT
172,5/4/2025,1152,2067,403,3,872.85,3,Gift Card
173,5/4/2025,1129,2077,404,0,2809.15,34,Cash
174,5/4/2025,1179,2014,402,3,738.9,34,Card
175,5/4/2025,1115,2029,404,2,0,13,EBT
176,5/4/2025,1116,2051,404,0,351.96,32,Gift Card
177,5/4/2025,1080,2054,403,2,3602.04,4,Cash
178,5/4/2025,1095,2019,404,0,933.93,27,Card
179,5/4/2025,1023,2010,401,3,0,34,EBT
180,5/4/2025,1024,2095,403,1,3533.69,24,Gift Card
181,5/4/2025,1142,2007,403,0,583.39,15,Cash
182,5/4/2025,1105,2045,404,0,624.28,40,Card
183,5/4/2025,1073,2076,403,2,1934.57,22,EBT
184,5/4/2025,1026,2073,402,1,1797.95,26,Gift Card
185,5/4/2025,1168,2061,402,0,599.76,3,Cash
186,5/4/2025,1089,2071,403,0,0,29,Card
187,5/4/2025,1195,2035,402,3,0,1,EBT
188,5/4/2025,1143,2098,401,2,2178.86,5,Gift Card
189,5/4/2025,1007,2023,403,2,751.63,31,Cash
190,5/4/2025,1086,2044,401,1,373.64,31,Card
191,5/4/2025,1036,2072,404,0,1260.9,30,EBT
192,5/4/2025,1036,2094,401,0,2466.75,1,Gift Card
193,5/4/2025,1191,2067,402,3,872.85,9,Cash
194,5/4/2025,1107,2058,403,1,1800.22,1,Card
195,5/4/2025,1094,2039,403,0,1952.88,27,EBT
196,5/4/2025,1013,2019,402,0,0,39,Gift Card
197,5/4/2025,1172,2010,403,3,0,6,Cash
198,5/4/2025,1169,2054,404,3,900.51,1,Card
199,5/4/2025,1106,2034,402,0,136.17,11,EBT
200,5/4/2025,1088,2055,401,2,129.46,24,Gift Card
201,5/4/2025,1173,2086,404,2,715.28,23,Cash
202,5/4/2025,1011,2028,404,0,0,19,Card
203,5/4/2025,1001,2026,403,1,190.4,24,EBT
204,5/4/2025,1196,2017,403,2,370.96,36,Gift Card
205,5/4/2025,1083,2015,401,3,0,19,Cash
206,5/4/2025,1191,2055,402,1,48.55,16,Card
207,5/4/2025,1097,2068,402,2,1312.38,39,EBT
208,5/4/2025,1018,2050,401,3,0,4,Gift Card
209,5/4/2025,1004,2058,401,2,1066.8,23,Cash
210,5/4/2025,1147,2054,404,3,2701.53,24,Card
211,5/4/2025,1074,2014,404,0,738.9,34,EBT
212,5/4/2025,1083,2021,404,2,668.33,25,Gift Card
213,5/4/2025,1022,2055,401,1,97.09,5,Cash
214,5/4/2025,1111,2075,404,0,1561.28,39,Card
215,5/4/2025,1101,2039,403,1,2636.39,23,EBT
216,5/4/2025,1085,2099,402,0,646.32,11,Gift Card
217,5/4/2025,1130,2081,401,1,1343.2,14,Cash
218,5/4/2025,1198,2044,403,1,186.82,2,Card
219,5/4/2025,1060,2013,402,2,0,14,EBT
220,5/4/2025,1050,2022,402,0,671.18,18,Gift Card
221,5/4/2025,1045,2098,404,3,907.86,23,Cash
222,5/4/2025,1193,2072,404,2,1681.2,35,Card
223,5/4/2025,1160,2040,402,3,138.16,10,EBT
224,5/4/2025,1017,2060,404,2,0,31,Gift Card
225,5/4/2025,1070,2075,401,2,624.51,14,Cash
226,5/4/2025,1129,2009,403,3,198.93,33,Card
227,5/4/2025,1115,2004,401,2,2225.4,10,EBT
228,5/4/2025,1073,2009,401,3,66.31,18,Gift Card
229,5/4/2025,1118,2074,401,3,659.5,13,Cash
230,5/4/2025,1146,2083,402,2,614.53,13,Card
231,5/4/2025,1154,2060,402,0,408.38,19,EBT
232,5/4/2025,1115,2013,403,0,2806.08,12,Gift Card
233,5/4/2025,1129,2082,402,0,1066.4,38,Cash
234,5/4/2025,1063,2090,404,3,71.64,4,Card
235,5/4/2025,1134,2066,402,2,1238.54,26,EBT
236,5/4/2025,1095,2036,404,3,653.94,1,Gift Card
237,5/4/2025,1198,2043,401,2,1397.52,14,Cash
238,5/4/2025,1016,2042,401,3,0,22,Card
239,5/4/2025,1072,2032,402,2,1512.96,12,EBT
240,5/4/2025,1020,2074,402,2,527.6,11,Gift Card
241,5/4/2025,1079,2083,404,1,691.34,21,Cash
242,5/4/2025,1152,2090,401,2,57.31,26,Card
243,5/4/2025,1143,2048,403,1,0,30,EBT
244,5/4/2025,1171,2089,401,3,1654.08,6,Gift Card
245,5/4/2025,1130,2046,401,2,106.98,31,Cash
246,5/4/2025,1079,2023,402,2,3006.53,1,Card
247,5/4/2025,1196,2062,402,1,1114.85,14,EBT
248,5/4/2025,1035,2019,401,2,0,4,Gift Card
249,5/4/2025,1025,2064,401,2,705.7,36,Cash
250,5/4/2025,1196,2079,402,3,2851.62,13,Card
251,5/4/2025,1039,2020,402,1,338.25,0,EBT
252,5/4/2025,1184,2056,401,3,1574.16,29,Gift Card
253,5/4/2025,1093,2086,402,3,3576.4,21,Cash
254,5/4/2025,1156,2036,404,1,392.36,0,Card
255,5/4/2025,1136,2030,403,3,509.91,31,EBT
256,5/4/2025,1049,2047,404,3,1674.9,8,Gift Card
257,5/4/2025,1196,2036,404,3,0,6,Cash
258,5/4/2025,1041,2025,402,2,671.09,11,Card
259,5/4/2025,1013,2082,404,2,1066.4,19,EBT
260,5/4/2025,1141,2013,401,2,748.29,6,Gift Card
261,5/4/2025,1021,2097,402,2,673.68,6,Cash
262,5/4/2025,1115,2065,402,3,1881.36,22,Card
263,5/4/2025,1023,2028,404,2,510.35,19,EBT
264,5/4/2025,1006,2053,401,3,610.15,11,Gift Card
265,5/4/2025,1128,2047,402,3,1004.94,2,Cash
266,5/4/2025,1020,2047,402,0,669.96,14,Card
267,5/4/2025,1081,2012,403,1,1682.61,17,EBT
268,5/4/2025,1035,2004,403,3,927.25,25,Gift Card
269,5/4/2025,1178,2017,404,3,1854.8,40,Cash
270,5/4/2025,1157,2000,401,0,1938.62,36,Card
271,5/4/2025,1065,2027,402,3,775.83,22,EBT
272,5/4/2025,1028,2099,403,1,3490.13,17,Gift Card
273,5/4/2025,1077,2015,401,1,1822.42,23,Cash
274,5/4/2025,1107,2081,404,0,2238.66,40,Card
275,5/4/2025,1028,2063,401,1,994.43,29,EBT
276,5/4/2025,1183,2018,403,3,2711.3,17,Gift Card
277,5/4/2025,1000,2078,403,1,0,3,Cash
278,5/4/2025,1146,2053,402,0,1220.3,38,Card
279,5/4/2025,1134,2046,401,0,33.43,9,EBT
280,5/4/2025,1099,2060,401,3,1633.52,24,Gift Card
281,5/4/2025,1095,2032,401,2,1512.96,1,Cash
282,5/4/2025,1017,2044,402,0,207.58,21,Card
283,5/4/2025,1197,2074,403,1,593.55,13,EBT
284,5/4/2025,1011,2045,403,1,842.78,36,Gift Card
285,5/4/2025,1199,2087,404,3,159.32,16,Cash
286,5/4/2025,1161,2023,402,0,939.54,2,Card
287,5/4/2025,1183,2099,404,0,1292.64,13,EBT
288,5/4/2025,1075,2025,401,1,0,40,Gift Card
289,5/4/2025,1010,2040,403,3,138.16,28,Cash
290,5/4/2025,1139,2060,403,0,1225.14,27,Card
291,5/4/2025,1192,2082,402,2,213.28,2,EBT
292,5/4/2025,1091,2099,401,2,1034.11,23,Gift Card
293,5/4/2025,1069,2015,403,3,2699.88,8,Cash
294,5/4/2025,1102,2095,404,3,1472.37,2,Card
295,5/4/2025,1086,2023,404,3,3758.16,11,EBT
296,5/4/2025,1094,2066,403,0,1032.12,23,Gift Card
297,5/4/2025,1186,2054,401,3,0,8,Cash
298,5/4/2025,1154,2023,403,2,751.63,36,Card
299,5/4/2025,1026,2010,403,2,62.27,8,EBT
300,5/4/2025,1078,2057,404,1,393.28,4,Gift Card
301,5/4/2025,1176,2056,403,3,524.72,37,Cash
302,5/4/2025,1010,2093,403,3,0,16,Card
303,5/4/2025,1070,2081,401,0,1492.44,28,EBT
304,5/4/2025,1171,2081,404,2,596.98,23,Gift Card
305,5/4/2025,1131,2095,402,0,1472.37,22,Cash
306,5/4/2025,1036,2077,404,0,1123.66,36,Card
307,5/4/2025,1032,2008,402,2,106.54,33,EBT
308,5/4/2025,1092,2049,401,1,0,13,Gift Card
309,5/4/2025,1173,2057,403,2,349.58,34,Cash
310,5/4/2025,1113,2097,401,1,757.89,26,Card
311,5/4/2025,1135,2046,404,2,80.23,32,EBT
312,5/4/2025,1166,2035,402,0,899.99,5,Gift Card
313,5/4/2025,1006,2094,402,3,1480.05,38,Cash
314,5/4/2025,1132,2049,401,2,1503.74,21,Card
315,5/4/2025,1198,2033,404,1,2257.88,23,EBT
316,5/4/2025,1156,2036,404,1,784.73,34,Gift Card
317,5/4/2025,1031,2017,401,3,0,27,Cash
318,5/4/2025,1044,2091,404,0,1811.58,25,Card
319,5/4/2025,1174,2040,403,0,34.54,26,EBT
320,5/4/2025,1140,2069,403,2,557.74,25,Gift Card
321,5/4/2025,1040,2091,402,2,724.63,18,Cash
322,5/4/2025,1130,2028,401,1,574.15,10,Card
323,5/4/2025,1035,2030,404,0,339.94,10,EBT
324,5/4/2025,1092,2070,403,3,102.54,21,Gift Card
325,5/4/2025,1141,2016,401,0,0,18,Cash
326,5/4/2025,1079,2050,404,3,186.78,28,Card
327,5/4/2025,1196,2052,401,1,2632.54,25,EBT
328,5/4/2025,1081,2082,401,3,1066.4,11,Gift Card
329,5/4/2025,1119,2087,403,1,0,8,Cash
330,5/4/2025,1199,2070,402,1,30.76,14,Card
331,5/4/2025,1110,2064,401,0,0,28,EBT
332,5/4/2025,1132,2019,403,1,1681.07,25,Gift Card
333,5/4/2025,1041,2041,402,2,643.37,30,Cash
334,5/4/2025,1132,2036,401,2,348.77,7,Card
335,5/4/2025,1050,2081,403,1,2686.39,10,EBT
336,5/4/2025,1160,2038,401,1,0,11,Gift Card
337,5/4/2025,1151,2074,402,1,1187.1,6,Cash
338,5/4/2025,1168,2079,403,0,1901.08,37,Card
339,5/4/2025,1007,2010,401,2,62.27,36,EBT
340,5/4/2025,1166,2026,404,0,0,35,Gift Card
341,5/4/2025,1127,2080,403,2,1997.42,10,Cash
342,5/4/2025,1123,2031,404,2,1356.72,12,Card
343,5/4/2025,1116,2009,401,1,119.36,32,EBT
344,5/4/2025,1112,2053,404,3,0,36,Gift Card
345,5/4/2025,1052,2043,402,2,698.76,16,Cash
346,5/4/2025,1183,2040,403,3,103.62,31,Card
347,5/4/2025,1033,2097,403,0,4210.5,6,EBT
348,5/4/2025,1081,2030,404,0,339.94,5,Gift Card
349,5/4/2025,1068,2057,402,1,1179.85,26,Cash
350,5/4/2025,1024,2006,403,3,594,29,Card
351,5/4/2025,1157,2053,402,1,1098.27,28,EBT
352,5/4/2025,1083,2073,403,1,2247.44,0,Gift Card
353,5/4/2025,1195,2020,404,3,1879.15,15,Cash
354,5/4/2025,1127,2039,404,0,1952.88,2,Card
355,5/4/2025,1023,2050,404,1,0,20,EBT
356,5/4/2025,1055,2074,403,0,1978.5,29,Gift Card
357,5/4/2025,1012,2036,404,3,653.94,38,Cash
358,5/4/2025,1073,2068,401,0,2460.72,31,Card
359,5/4/2025,1110,2017,403,2,370.96,0,EBT
360,5/4/2025,1195,2051,403,0,117.32,17,Gift Card
361,5/4/2025,1102,2006,402,2,792,2,Cash
362,5/4/2025,1141,2036,401,3,871.92,0,Card
363,5/4/2025,1129,2057,403,0,1747.92,10,EBT
364,5/4/2025,1032,2012,404,2,997.1,5,Gift Card
365,5/4/2025,1086,2071,403,1,553.64,16,Cash
366,5/4/2025,1050,2077,404,0,561.83,23,Card
367,5/4/2025,1011,2004,402,2,0,40,EBT
368,5/4/2025,1121,2066,404,1,0,2,Gift Card
369,5/4/2025,1155,2065,402,2,1128.82,14,Cash
370,5/4/2025,1156,2040,402,3,138.16,39,Card
371,5/4/2025,1157,2094,403,2,1578.72,39,EBT
372,5/4/2025,1129,2065,404,2,752.54,19,Gift Card
373,5/4/2025,1121,2002,403,2,2771.2,32,Cash
374,5/4/2025,1172,2014,404,2,197.04,32,Card
375,5/4/2025,1185,2088,401,3,2128.05,10,EBT
376,5/4/2025,1067,2083,402,0,0,26,Gift Card
377,5/4/2025,1149,2061,402,3,1199.52,1,Cash
378,5/4/2025,1037,2087,402,0,318.64,9,Card
379,5/4/2025,1146,2089,401,1,744.34,40,EBT
380,5/4/2025,1004,2056,403,3,2098.88,13,Gift Card
381,5/4/2025,1038,2052,402,3,2193.78,6,Cash
382,5/4/2025,1128,2099,404,0,3877.92,23,Card
383,5/4/2025,1180,2017,402,2,741.92,1,EBT
384,5/4/2025,1169,2061,404,2,319.87,1,Gift Card
385,5/4/2025,1044,2058,403,2,1066.8,17,Cash
386,5/4/2025,1173,2098,403,3,3631.44,17,Card
387,5/4/2025,1049,2031,403,2,1356.72,4,EBT
388,5/4/2025,1057,2038,403,1,2501.58,8,Gift Card
389,5/4/2025,1176,2090,404,2,343.87,10,Cash
390,5/4/2025,1122,2044,403,2,166.06,13,Card
391,5/4/2025,1031,2073,404,3,1498.29,38,EBT
392,5/4/2025,1088,2098,402,2,726.29,27,Gift Card
393,5/4/2025,1010,2036,401,2,348.77,15,Cash
394,5/4/2025,1113,2083,403,3,3072.64,32,Card
395,5/4/2025,1054,2025,403,2,671.09,12,EBT
396,5/4/2025,1035,2013,402,1,1683.65,14,Gift Card
397,5/4/2025,1012,2085,402,1,217.94,11,Cash
398,5/4/2025,1013,2012,404,2,1994.21,20,Card
399,5/4/2025,1183,2060,401,1,367.54,1,EBT
400,5/4/2025,1001,2070,402,3,102.54,33,Gift Card
401,5/4/2025,1167,2060,404,1,735.08,31,Cash
402,5/4/2025,1193,2036,403,2,348.77,29,Card
403,5/4/2025,1165,2007,401,1,0,22,EBT
404,5/4/2025,1136,2094,401,1,1776.06,38,Gift Card
405,5/4/2025,1106,2022,401,3,671.18,15,Cash
406,5/4/2025,1126,2023,403,0,0,32,Card
407,5/4/2025,1002,2038,401,2,1482.42,1,EBT
408,5/4/2025,1072,2058,404,1,1200.15,25,Gift Card
409,5/4/2025,1129,2059,403,1,1382.54,17,Cash
410,5/4/2025,1028,2042,402,3,502.83,16,Card
411,5/4/2025,1165,2032,402,0,0,26,EBT
412,5/4/2025,1188,2043,403,1,1572.21,31,Gift Card
413,5/4/2025,1044,2078,404,3,426.03,11,Cash
414,5/4/2025,1131,2041,401,3,3216.84,4,Card
415,5/4/2025,1171,2012,402,1,1121.74,35,EBT
416,5/4/2025,1122,2041,402,0,1608.42,18,Gift Card
417,5/4/2025,1066,2049,402,3,0,20,Cash
418,5/4/2025,1192,2034,403,2,326.81,4,Card
419,5/4/2025,1149,2092,401,2,1157.3,26,EBT
420,5/4/2025,1167,2046,402,0,133.72,38,Gift Card
421,5/4/2025,1170,2015,404,2,0,7,Cash
422,5/4/2025,1040,2051,403,0,469.28,10,Card
423,5/4/2025,1163,2037,403,1,0,35,EBT
424,5/4/2025,1056,2017,404,1,834.66,9,Gift Card
425,5/4/2025,1116,2095,403,3,490.79,5,Cash
426,5/4/2025,1179,2070,404,1,61.52,37,Card
427,5/4/2025,1195,2031,401,3,1695.9,15,EBT
428,5/4/2025,1135,2090,403,0,0,38,Gift Card
429,5/4/2025,1144,2014,401,1,443.34,27,Cash
430,5/4/2025,1146,2068,402,1,2952.86,18,Card
431,5/4/2025,1083,2066,404,0,516.06,31,EBT
432,5/4/2025,1174,2026,404,0,423.12,23,Gift Card
433,5/4/2025,1130,2057,401,3,1747.92,23,Cash
434,5/4/2025,1033,2065,404,3,0,19,Card
435,5/4/2025,1144,2007,404,2,933.42,37,EBT
436,5/4/2025,1185,2002,404,2,692.8,28,Gift Card
437,5/4/2025,1000,2095,402,0,0,30,Cash
438,5/4/2025,1011,2054,403,0,900.51,29,Card
439,5/4/2025,1138,2007,401,3,2333.56,7,EBT
440,5/4/2025,1008,2036,404,1,196.18,23,Gift Card
441,5/4/2025,1196,2017,404,2,741.92,28,Cash
442,5/4/2025,1097,2057,404,3,436.98,0,Card
443,5/4/2025,1020,2087,402,2,637.28,10,EBT
444,5/4/2025,1030,2022,404,1,604.06,3,Gift Card
445,5/4/2025,1186,2028,401,0,2551.76,15,Cash
446,5/4/2025,1076,2059,404,3,1536.15,33,Card
447,5/4/2025,1058,2031,404,2,0,24,EBT
448,5/4/2025,1039,2035,402,0,899.99,10,Gift Card
449,5/4/2025,1008,2084,404,0,845.55,19,Cash
450,5/4/2025,1061,2026,401,0,423.12,29,Card
451,5/4/2025,1152,2004,404,0,2781.75,22,EBT
452,5/4/2025,1062,2094,401,3,1973.4,29,Gift Card
453,5/4/2025,1112,2029,402,0,13.51,4,Cash
454,5/4/2025,1035,2064,403,1,0,25,Card
455,5/4/2025,1187,2073,403,2,399.54,23,EBT
456,5/4/2025,1060,2038,402,1,3335.44,0,Gift Card
457,5/4/2025,1105,2038,403,0,1853.02,27,Cash
458,5/4/2025,1142,2075,402,3,3903.2,16,Card
459,5/4/2025,1142,2063,401,2,1325.9,37,EBT
460,5/4/2025,1164,2085,404,2,387.44,16,Gift Card
461,5/4/2025,1178,2053,404,1,1647.4,15,Cash
462,5/4/2025,1076,2048,402,3,1072.89,2,Card
463,5/4/2025,1061,2028,403,1,1148.29,40,EBT
464,5/4/2025,1118,2007,404,3,1750.17,12,Gift Card
465,5/4/2025,1142,2067,402,3,1163.8,2,Cash
466,5/4/2025,1062,2032,402,2,756.48,1,Card
467,5/4/2025,1165,2010,404,2,124.54,27,EBT
468,5/4/2025,1023,2068,402,0,2460.72,25,Gift Card
469,5/4/2025,1068,2048,401,0,715.26,39,Cash
470,5/4/2025,1048,2097,402,3,0,40,Card
471,5/4/2025,1053,2042,403,0,167.61,2,EBT
472,5/4/2025,1054,2024,401,3,372.81,1,Gift Card
473,5/4/2025,1062,2089,402,3,1240.56,16,Cash
474,5/4/2025,1061,2070,403,2,27.34,14,Card
